dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident
446,"00:35:49,676 --> 00:35:50,743
","...Is thank you.

",0.054078,0.848871,0.068969,0.02748,0.049443,0.585379,0.314805,0.635433,0.601231,0.677165,0.0,0.0,0.0
447,"00:35:50,771 --> 00:35:52,310
","- Thank you?
- You welcome!

",0.018562,0.870035,0.070769,0.05092,0.035245,0.319437,0.132077,0.606254,0.45462,0.439849,0.0,0.0,0.0
448,"00:35:52,366 --> 00:35:54,882
","What? No! I didn't!
I wasn't!

",0.123333,0.211519,0.286975,0.454025,0.059896,0.007021,0.11152,0.541703,0.150754,0.120917,0.0,0.0,0.0
449,"00:35:55,065 --> 00:35:57,779
","- Why would i ever say... I mean...
- Okay... Okay...

",0.42371,0.199018,0.086873,0.13696,0.240382,0.12534,0.170933,0.674761,0.113815,0.162379,0.883404,0.0,0.942754
450,"00:35:57,890 --> 00:36:00,549
","I see what's happening yeaa

",0.354926,0.21649,0.3137,0.154183,0.040278,0.126292,0.303558,0.626511,0.494814,0.243479,0.0,0.0,0.0
451,"00:36:01,343 --> 00:36:03,850
","You're face to face with greatness
and it's strange

",0.130618,0.083443,0.736401,0.075269,0.039751,0.566883,0.065269,0.686727,0.59395,0.087665,0.0,0.0,0.0
452,"00:36:03,899 --> 00:36:06,478
","You don't even know how you feel

",0.804505,0.099254,0.044321,0.058343,0.069973,0.023257,0.421604,0.577711,0.405673,0.179823,0.801827,0.974201,0.0
453,"00:36:06,502 --> 00:36:08,272
","It's adorable!

",0.061491,0.774127,0.102429,0.087069,0.045284,0.313495,0.274523,0.59996,0.542527,0.222921,0.0,0.0,0.0
454,"00:36:08,375 --> 00:36:11,168
","Well, it's nice to see
that humans never change

",0.072764,0.727129,0.093584,0.036446,0.155794,0.080867,0.324434,0.822404,0.016003,0.459722,0.0,0.0,0.942754
455,"00:36:11,201 --> 00:36:14,740
","Open your eyes, let's begin

",0.05284,0.674157,0.224416,0.027118,0.1108,0.291756,0.290942,0.599776,0.525365,0.298302,0.235443,0.0,0.0
456,"00:36:14,788 --> 00:36:17,855
","Yes, it's really me, it's Maui
Breathe it in!

",0.203589,0.382738,0.187999,0.151977,0.130382,0.12655,0.281365,0.729942,0.225253,0.026156,0.883404,0.0,0.0
457,"00:36:18,109 --> 00:36:22,070
","I know it's a lot: the hair, the bod!

",0.455032,0.47587,0.058929,0.042202,0.04848,0.53996,0.069303,0.206412,0.187932,0.178717,0.724236,0.5538,0.0
458,"00:36:22,292 --> 00:36:24,492
","When you're staring at a demi-god

",0.45037,0.177847,0.120023,0.266155,0.077598,0.028762,0.049368,0.563407,0.649223,0.004027,0.0,0.0,0.0
459,"00:36:25,435 --> 00:36:29,085
","What can I say except you're welcome

",0.317356,0.445451,0.064381,0.15445,0.063764,0.444203,0.507441,0.814942,0.282337,0.770544,0.0,0.0,0.0
460,"00:36:29,268 --> 00:36:32,416
","For the tides, the sun, the sky

",0.209292,0.760506,0.030134,0.028529,0.029773,0.385214,0.276603,0.572229,0.524838,0.493989,0.0,0.0,0.0
461,"00:36:32,504 --> 00:36:36,298
","Hey, it's okay, it's okay
You're welcome

",0.29668,0.483383,0.069773,0.122663,0.081216,0.247558,0.13507,0.60962,0.441418,0.407466,0.0,0.0,0.0
462,"00:36:36,758 --> 00:36:39,480
","I'm just an ordinary demi-guy
Hey!

",0.392496,0.33111,0.107905,0.119852,0.118347,0.066218,0.07063,0.590483,0.483309,0.012689,0.0,0.994704,0.0
463,"00:36:39,535 --> 00:36:42,805
","What has two thumbs
that pulled up the sky

",0.660882,0.107253,0.240848,0.052604,0.056024,0.70388,0.363901,0.398343,0.457283,0.789962,0.0,0.0,0.0
464,"00:36:43,027 --> 00:36:46,206
","When you were waddling yay high
This guy!

",0.033875,0.731476,0.032494,0.155635,0.113303,0.017402,0.646181,0.920261,0.974291,0.761494,0.0,0.0,0.0
465,"00:36:46,281 --> 00:36:48,035
","When the nights got cold

",0.460728,0.16422,0.116299,0.313447,0.023823,0.04009,0.31816,0.45051,0.314965,0.279602,0.0,0.0,0.0
466,"00:36:48,083 --> 00:36:50,954
","Who stole you fire from down below

",0.449831,0.101753,0.045559,0.263871,0.229294,0.848042,0.345475,0.682062,0.695001,0.774576,0.0,0.0,0.0
467,"00:36:51,073 --> 00:36:52,740
","You're lookin' at him, yo

",0.620874,0.197221,0.101977,0.109092,0.068518,0.50284,0.279007,0.622992,0.610211,0.420809,0.0,0.0,0.961633
468,"00:36:52,962 --> 00:36:57,224
","Oh, also I lassoed the sun

",0.201559,0.783358,0.010093,0.033305,0.022497,0.308042,0.217219,0.607017,0.014546,0.095583,0.0,0.0,0.0
469,"00:36:57,272 --> 00:37:00,755
","You're welcome!
To stretch the days and bring you fun

",0.060174,0.871123,0.025948,0.0361,0.041594,0.106928,0.80769,0.971333,0.879236,0.899384,0.0,0.0,0.0
470,"00:37:00,819 --> 00:37:04,271
","Also I harnessed the breeze

",0.294022,0.406509,0.135222,0.085343,0.133952,0.804518,0.172982,0.365219,0.131749,0.286607,0.687768,0.0,0.0
471,"00:37:04,335 --> 00:37:05,223
","You welcome!

",0.055833,0.66351,0.138791,0.173449,0.019461,0.379373,0.276,0.600328,0.549359,0.467119,0.0,0.0,0.0
472,"00:37:05,248 --> 00:37:07,788
","To fill your sails and shake your trees

",0.147432,0.283006,0.40298,0.118489,0.097589,0.353063,0.357663,0.500333,0.752133,0.710249,0.0,0.0,0.0
473,"00:37:07,867 --> 00:37:11,700
","So what can I say except
You're welcome

",0.339577,0.461293,0.051216,0.137698,0.066221,0.151688,0.293879,0.865156,0.17644,0.521155,0.0,0.0,0.0
474,"00:37:11,851 --> 00:37:14,946
","For the islands I pulled from the sea

",0.405886,0.498605,0.061232,0.049801,0.04393,0.799667,0.381046,0.420679,0.398701,0.681478,0.0,0.0,0.0
475,"00:37:15,015 --> 00:37:18,731
","There's no need to pray, it's okay
You're welcome!

",0.208205,0.493345,0.123348,0.110821,0.122059,0.033849,0.151912,0.680607,0.324884,0.38902,0.0,0.0,0.0
476,"00:37:18,756 --> 00:37:22,079
","Ha, I guess it's just my way of being me

",0.697979,0.094835,0.085582,0.146513,0.046463,0.510492,0.480169,0.804149,0.003426,0.015655,0.0,0.968123,0.0
477,"00:37:22,700 --> 00:37:26,597
","You're welcome!
You're welcome!

",0.176413,0.626999,0.063599,0.141514,0.049094,0.232591,0.129843,0.603983,0.445286,0.255879,0.0,0.0,0.997153
478,"00:37:26,668 --> 00:37:28,335
","Well, come to think of it

",0.273419,0.357105,0.144836,0.080742,0.245943,0.302941,0.643249,0.914337,0.041101,0.411035,0.989022,0.0,0.0
479,"00:37:28,462 --> 00:37:30,295
","Kid, honestly I can go on and on

",0.668416,0.061654,0.140864,0.150827,0.055293,0.064864,0.158819,0.402287,0.416159,0.158533,0.0,0.0,0.0
480,"00:37:30,303 --> 00:37:32,334
","I can explain every natural phenomenon

",0.614058,0.147332,0.094007,0.147171,0.05293,0.596171,0.305102,0.614095,0.504473,0.204982,0.910117,0.0,0.942582
481,"00:37:32,359 --> 00:37:34,009
","The tide, the grass, the ground, oh

",0.208048,0.467635,0.185021,0.060136,0.162738,0.542682,0.278777,0.578777,0.535578,0.672591,0.0,0.0,0.0
482,"00:37:34,025 --> 00:37:35,565
","That was Maui just messing around

",0.425753,0.131804,0.055601,0.296454,0.162676,0.657762,0.391465,0.690771,0.839863,0.532593,0.0,0.994446,0.0
483,"00:37:35,582 --> 00:37:37,272
","I killed an eel
I buried its guts

",0.252372,0.060059,0.51122,0.099429,0.167376,0.77462,0.05493,0.548162,0.121967,0.033959,0.0,0.0,0.0
484,"00:37:37,296 --> 00:37:39,105
","Sprouted a tree, now you got coconuts

",0.196689,0.709095,0.070824,0.060077,0.047217,0.142898,0.447617,0.394998,0.644413,0.654221,0.144719,0.0,0.0
485,"00:37:39,122 --> 00:37:40,915
","What's the lesson
What is the take-away

",0.315335,0.218875,0.138825,0.276631,0.134678,0.065066,0.196212,0.211973,0.093018,0.488462,0.931994,0.0,0.0
486,"00:37:40,923 --> 00:37:42,843
","Don't mess with Maui
when he's on the break-away

",0.582318,0.044749,0.111763,0.143973,0.193226,0.001974,0.097107,0.226873,0.779447,0.15688,0.0,0.0,0.0
487,"00:37:42,883 --> 00:37:44,645
","And the tapestry here on my skin

",0.357736,0.383716,0.096943,0.080179,0.153926,0.760128,0.44637,0.289107,0.622221,0.29169,0.0,0.0,0.0
488,"00:37:44,669 --> 00:37:46,200
","Is a map of the victories I win

",0.324878,0.493095,0.141593,0.071212,0.031731,0.868171,0.530977,0.368003,0.173699,0.865111,0.0,0.0,0.0
489,"00:37:46,225 --> 00:37:47,994
","Look where I've been
I make everything happen

",0.24087,0.658705,0.104153,0.049495,0.010075,0.031229,0.114986,0.738127,0.032514,0.015495,0.0,0.0,0.0
490,"00:37:48,026 --> 00:37:50,893
","Look at that mini-Maui just tippity-tappin'

",0.277687,0.541735,0.114616,0.022865,0.146184,0.273417,0.248338,0.573318,0.822041,0.258423,0.989022,0.968123,0.0
491,"00:37:54,209 --> 00:37:58,010
","Well, anyway let me say
You're welcome

",0.166864,0.479333,0.168084,0.213173,0.055515,0.219914,0.209226,0.703636,0.518365,0.542972,0.0,0.0,0.0
492,"00:37:58,066 --> 00:38:01,193
","For the wonderful world you know

",0.216791,0.748834,0.034209,0.013263,0.030821,0.398126,0.758179,0.812319,0.783224,0.911967,0.842108,0.0,0.0
493,"00:38:01,241 --> 00:38:05,582
","Hey, it's okay, it's okay
You're welcome!

",0.249527,0.526372,0.065374,0.140171,0.079536,0.247558,0.13507,0.60962,0.441418,0.407466,0.0,0.0,0.0
494,"00:38:05,637 --> 00:38:08,256
","Well, come to think of it, I gotta go

",0.543208,0.16976,0.156798,0.109925,0.108413,0.111247,0.815631,0.925105,0.047442,0.662057,0.965509,0.0,0.0
495,"00:38:08,423 --> 00:38:12,645
","Hey, it's your day to say
You're welcome

",0.162877,0.731635,0.025677,0.102418,0.03159,0.028431,0.228249,0.719316,0.620184,0.895788,0.0,0.0,0.0
496,"00:38:12,701 --> 00:38:15,280
","'Cause I'm gonna need that boat

",0.526244,0.140419,0.263162,0.128092,0.030983,0.373395,0.258751,0.57766,0.577138,0.150804,0.0,0.0,0.0
497,"00:38:15,360 --> 00:38:19,693
","I'm sailing away, away
You're welcome!

",0.392116,0.363357,0.095444,0.093415,0.101645,0.166739,0.123886,0.612733,0.431814,0.047189,0.0,0.0,0.971165
498,"00:38:19,733 --> 00:38:22,058
","'Cause Maui can do anything but float

",0.500444,0.161418,0.224195,0.159915,0.021789,0.289722,0.462931,0.726206,0.543647,0.588752,0.838593,0.91961,0.0
499,"00:38:22,082 --> 00:38:24,216
","You're welcome!
You're welcome!

",0.176413,0.626999,0.063599,0.141514,0.049094,0.232591,0.129843,0.603983,0.445286,0.255879,0.0,0.0,0.0
500,"00:38:24,249 --> 00:38:26,382
","You're welcome!
You're welcome!

",0.176413,0.626999,0.063599,0.141514,0.049094,0.232591,0.129843,0.603983,0.445286,0.255879,0.0,0.0,0.0
501,"00:38:27,812 --> 00:38:28,812
","And thank you!

",0.033134,0.863489,0.056095,0.036335,0.051862,0.567903,0.307643,0.635612,0.603667,0.627186,0.0,0.0,0.0
502,"00:38:30,305 --> 00:38:32,026
","Hey! Let me out!

",0.261306,0.182165,0.25611,0.34482,0.049672,0.616466,0.439108,0.705353,0.777278,0.47934,0.0,0.0,0.0
503,"00:38:32,344 --> 00:38:34,785
","You lying! Slummy! Son of a...

",0.438946,0.124703,0.311956,0.141587,0.06382,0.751616,0.118792,0.5284,0.467228,0.265766,0.0,0.0,0.0
504,"00:38:36,297 --> 00:38:39,099
","You're welcome.
Ha! Ha!

",0.175725,0.640388,0.075027,0.115696,0.052935,0.168248,0.130607,0.606158,0.443656,0.277433,0.0,0.0,0.0
505,"00:38:46,749 --> 00:38:47,621
","No!

",0.0,0.0,0.0,0.0,0.0,0.286025,0.274434,0.599483,0.543325,0.291319,0.0,0.0,0.0
506,"00:38:47,645 --> 00:38:49,446
","I'm not going to Te Fiti
with some kid.

",0.560265,0.172405,0.167937,0.115263,0.070421,0.056629,0.025795,0.555864,0.839802,0.038537,0.0,0.983475,0.0
507,"00:38:49,471 --> 00:38:50,415
","I'm gonna get my hook.

",0.23365,0.416502,0.266299,0.14159,0.017945,0.292017,0.285719,0.632513,0.698469,0.319858,0.0,0.0,0.849827
508,"00:38:50,423 --> 00:38:52,669
","You had yours and i'm not Maui
without mine.

",0.371285,0.356982,0.244349,0.084157,0.014221,0.536999,0.403725,0.915453,0.650483,0.530324,0.0,0.0,0.0
509,"00:38:55,344 --> 00:38:56,477
","Talk to the back.

",0.53335,0.197175,0.160521,0.127569,0.057645,0.181258,0.30962,0.587204,0.559022,0.397078,0.0,0.0,0.0
510,"00:39:01,654 --> 00:39:02,654
","Boat snack!

",0.177872,0.655475,0.16019,0.034171,0.025033,0.29975,0.27445,0.599411,0.543165,0.315715,0.0,0.0,0.0
511,"00:39:28,886 --> 00:39:32,035
","You're radience

",0.375042,0.456548,0.066302,0.077941,0.104721,0.165544,0.218059,0.541927,0.594829,0.070791,0.0,0.0,0.0
512,"00:39:33,029 --> 00:39:35,354
","Oh no! Don't look at me like that!

",0.607365,0.120139,0.214655,0.102469,0.083755,0.239711,0.537924,0.628448,0.594194,0.133035,0.801827,0.681699,0.0
513,"00:39:35,370 --> 00:39:38,303
","It's a beautifull cave
She's gonna love it.

",0.116506,0.775781,0.068803,0.031297,0.05678,0.360676,0.097453,0.670941,0.543539,0.136719,0.0,0.0,0.0
514,"00:39:38,442 --> 00:39:40,617
","Now i'm going to love you...

",0.481256,0.34105,0.128342,0.081054,0.013788,0.079022,0.575291,0.886403,0.830197,0.153847,0.0,0.0,0.0
515,"00:39:40,640 --> 00:39:42,069
","...In my belly.

",0.316397,0.405021,0.101456,0.059689,0.192921,0.191932,0.273351,0.597584,0.544237,0.208462,0.0,0.0,0.0
516,"00:39:42,275 --> 00:39:44,542
","Now let's fetch you up, dumb stick.

",0.775894,0.060483,0.066376,0.120673,0.054208,0.455013,0.402358,0.586834,0.776817,0.627441,0.0,0.0,0.0
517,"00:40:07,550 --> 00:40:09,350
","I could watch that all day.

",0.625533,0.181073,0.098258,0.06253,0.092397,0.142452,0.709147,0.933111,0.1962,0.654764,0.0,0.0,0.0
518,"00:40:09,836 --> 00:40:13,058
","Okay, enjoy the island!
Maui out!

",0.082792,0.740786,0.07633,0.125557,0.030696,0.328245,0.180977,0.692359,0.621769,0.631224,0.0,0.0,0.0
519,"00:40:13,171 --> 00:40:15,520
","No! Stop! Hey!

",0.185089,0.523745,0.112018,0.167283,0.10928,0.192536,0.280383,0.591659,0.55018,0.327833,0.0,0.0,0.0
520,"00:40:15,544 --> 00:40:17,869
","You will put back the heart!

",0.240763,0.16391,0.499315,0.107472,0.052297,0.438425,0.678904,0.717694,0.371592,0.589929,0.0,0.0,0.0
521,"00:40:33,425 --> 00:40:35,406
","Did not see that coming.

",0.198241,0.341086,0.421131,0.038684,0.083984,0.45017,0.777189,0.863658,0.313928,0.887256,0.0,0.0,0.0
522,"00:40:36,965 --> 00:40:40,211
","I am Moana of Matunui

",0.206714,0.011255,0.587851,0.047435,0.295437,0.394791,0.01603,0.115819,0.005988,0.0,0.0,0.0,0.0
523,"00:40:40,258 --> 00:40:43,819
","This is my canoe
And you will journey to the...

",0.219408,0.256918,0.322539,0.21488,0.06194,0.473167,0.489797,0.573382,0.64133,0.573703,0.0,0.0,0.0
524,"00:40:46,742 --> 00:40:48,580
","Alright, get over it.
We gotta move.

",0.333649,0.221078,0.306297,0.206082,0.021685,0.076478,0.340051,0.665123,0.374617,0.66429,0.0,0.0,0.0
525,"00:40:50,663 --> 00:40:51,663
","And she's back.

",0.627862,0.308974,0.07737,0.040951,0.016812,0.551775,0.285759,0.611651,0.591528,0.137969,0.0,0.0,0.0
526,"00:40:51,853 --> 00:40:54,845
","I am Moana of Matunu...

",0.22525,0.010722,0.57797,0.056476,0.286545,0.394791,0.01603,0.115819,0.005988,0.0,0.0,0.0,0.0
527,"00:40:59,252 --> 00:41:02,053
","- It was Moana, right?
- Yes...

",0.13302,0.613923,0.112814,0.102084,0.12891,0.62378,0.350908,0.858109,0.55201,0.666796,0.0,0.0,0.0
528,"00:41:02,102 --> 00:41:04,919
","...And you will restore the heart.

",0.136463,0.465865,0.238607,0.246601,0.013678,0.396784,0.491321,0.57452,0.337042,0.595429,0.0,0.0,0.0
529,"00:41:15,876 --> 00:41:17,010
","Alright, i'm out.

",0.289151,0.2893,0.239586,0.16776,0.093586,0.355518,0.279401,0.6053,0.54237,0.226934,0.0,0.0,0.0
530,"00:41:22,210 --> 00:41:23,210
","Argh! Come on!

",0.152369,0.550866,0.138753,0.16095,0.053847,0.005401,0.273558,0.571794,0.515999,0.02963,0.0,0.0,0.942582
531,"00:41:24,353 --> 00:41:26,106
","What is your problem?

",0.123161,0.23212,0.46199,0.160693,0.131063,0.509466,0.319386,0.533397,0.633364,0.658645,0.920855,0.0,0.0
532,"00:41:27,265 --> 00:41:28,265
","Are...

",0.0,0.0,0.0,0.0,0.0,0.301066,0.274435,0.599482,0.543331,0.290498,0.0,0.0,0.0
533,"00:41:28,376 --> 00:41:29,710
","...You afraid of it?

",0.020909,0.012276,0.924514,0.017292,0.05336,0.744492,0.352278,0.546807,0.158643,0.203027,0.0,0.0,0.0
534,"00:41:29,781 --> 00:41:31,924
","No!

",0.0,0.0,0.0,0.0,0.0,0.286025,0.274434,0.599483,0.543325,0.291319,0.0,0.0,0.0
535,"00:41:32,059 --> 00:41:33,059
","I'm not afraid.

",0.516686,0.101361,0.366041,0.044948,0.015594,0.259159,0.270797,0.592767,0.511988,0.101517,0.0,0.0,0.0
536,"00:41:36,472 --> 00:41:38,924
","Stay out of it,
or you'll sleeping in my armpit

",0.258707,0.181502,0.390214,0.10608,0.142128,0.124023,0.057602,0.336856,0.069004,0.018291,0.0,0.978371,0.0
537,"00:41:38,956 --> 00:41:41,487
","You stop it, that is not a heart...

",0.203171,0.421086,0.222893,0.114831,0.092847,0.768034,0.55363,0.480485,0.131306,0.385684,0.0,0.0,0.0
538,"00:41:41,519 --> 00:41:43,686
","It is a curse, last time i took it...

",0.516489,0.041877,0.293284,0.132121,0.129594,0.324381,0.28594,0.174389,0.001211,0.7041,0.0,0.0,0.0
539,"00:41:43,718 --> 00:41:46,384
","...I got blasted out of a sky
and i lost my hook...

",0.589217,0.016637,0.141088,0.303022,0.033823,0.664208,0.161638,0.502462,0.357357,0.309813,0.0,0.0,0.0
540,"00:41:46,408 --> 00:41:48,290
","Get it away from me!

",0.175414,0.355939,0.281761,0.121305,0.144778,0.16223,0.481981,0.682252,0.437309,0.058983,0.965509,0.0,0.0
541,"00:41:48,329 --> 00:41:52,400
","- Get... this away?
- Hey! I'm a demigod, okay? Stop that!

",0.240701,0.065603,0.503279,0.203066,0.118392,0.142731,0.237135,0.802379,0.361783,0.02612,0.117548,0.0,0.0
542,"00:41:52,416 --> 00:41:53,654
","I will smite you!

",0.310871,0.090396,0.53652,0.089968,0.013437,0.351964,0.507093,0.730819,0.110446,0.173548,0.0,0.0,0.0
543,"00:41:53,781 --> 00:41:56,350
","You wanna get smote?
Smoten?

",0.513432,0.21184,0.084122,0.187938,0.08429,0.01008,0.129639,0.433511,0.498277,0.011001,0.0,0.0,0.0
544,"00:41:57,408 --> 00:42:00,273
","Listen, that thing doesn't give
you power to create life.

",0.127036,0.469064,0.367428,0.07415,0.012967,0.249262,0.17198,0.46298,0.155626,0.543738,0.0,0.0,0.0
545,"00:42:00,298 --> 00:42:02,225
","It's a homing become of death.

",0.221955,0.01777,0.738474,0.027215,0.081707,0.88126,0.187646,0.312518,0.030598,0.094441,0.0,0.0,0.0
546,"00:42:02,250 --> 00:42:04,790
","If you don't put it away back,
things will gonna come for it.

",0.125129,0.137503,0.366167,0.395194,0.085941,0.024456,0.749694,0.790488,0.103924,0.342883,0.0,0.0,0.984417
547,"00:42:04,822 --> 00:42:06,853
","Come for this? The heart?

",0.11159,0.432773,0.331165,0.186968,0.041197,0.152052,0.373286,0.712829,0.423018,0.349236,0.0,0.0,0.0
548,"00:42:06,893 --> 00:42:08,996
","You mean this heart right here?

",0.286763,0.453403,0.186682,0.090618,0.045644,0.692892,0.820463,0.923928,0.805494,0.378104,0.842108,0.0,0.0
549,"00:42:09,012 --> 00:42:10,695
","COME AND GET IT!

",0.040517,0.759603,0.083588,0.175488,0.055006,0.31208,0.515638,0.735815,0.607039,0.398909,0.982476,0.0,0.0
550,"00:42:10,711 --> 00:42:12,140
","You are gonna get us killed!

",0.364357,0.140794,0.248367,0.208312,0.092078,0.35088,0.705297,0.770058,0.751859,0.664753,0.0,0.0,0.0
551,"00:42:12,187 --> 00:42:16,578
","No, i'm gonna get us to Te Fiti.
So you can put it back. Thank you.

",0.251973,0.427183,0.136842,0.199558,0.064837,0.02627,0.933779,0.952027,0.791868,0.661675,0.0,0.0,0.0
552,"00:42:16,719 --> 00:42:17,852
","""You're welcome!""

",0.192366,0.604986,0.074322,0.12164,0.062259,0.31703,0.274534,0.599573,0.545452,0.35293,0.0,0.0,0.0
553,"00:42:23,092 --> 00:42:24,322
","Kakamora!

",0.0,0.0,0.0,0.0,0.0,0.068939,0.145665,0.461938,0.270129,0.000114,0.0,0.0,0.0
554,"00:42:24,346 --> 00:42:25,394
","Kaka... what?

",0.169873,0.430691,0.1133,0.176684,0.221155,0.084724,0.275483,0.598646,0.534411,0.35129,0.0,0.0,0.0
555,"00:42:25,417 --> 00:42:27,115
","Murdering little pirates!

",0.19635,0.14029,0.097359,0.116598,0.566244,0.445418,0.271261,0.597219,0.542137,0.287323,0.0,0.0,0.0
556,"00:42:27,901 --> 00:42:31,241
","Wonder what they're here for.

",0.476699,0.247019,0.088033,0.059775,0.208346,0.319206,0.327242,0.754214,0.632653,0.257816,0.0,0.968123,0.0
557,"00:42:35,496 --> 00:42:38,042
","They're kind of cute.

",0.365128,0.287934,0.080381,0.132573,0.214162,0.657224,0.255761,0.605492,0.515037,0.046548,0.0,0.984352,0.0
558,"00:42:42,743 --> 00:42:45,815
","T H I S  S U B  T R A N S C R I P T E D  BY
^~ P e n n y  H a m a d a ~^

",0.279709,0.424792,0.155693,0.139131,0.057237,0.106356,0.13037,0.60304,0.440063,0.2432,0.0,0.0,0.0
559,"00:42:55,323 --> 00:42:58,133
","Ocean? Do something!
Help us!

",0.108485,0.379998,0.274976,0.273203,0.078846,0.21869,0.171351,0.691614,0.442313,0.209156,0.0,0.99699,0.0
560,"00:42:58,156 --> 00:43:00,711
","The ocean doesn't help you.
You help yourself.

",0.098195,0.248446,0.368227,0.268445,0.092724,0.311201,0.271893,0.702898,0.591759,0.244064,0.0,0.0,0.0
561,"00:43:04,186 --> 00:43:05,670
","You can't sail?

",0.496099,0.245315,0.150841,0.125781,0.043184,0.164978,0.282052,0.599361,0.552914,0.254615,0.0,0.0,0.0
562,"00:43:05,710 --> 00:43:07,051
","I... uh...

",0.220154,0.269767,0.230954,0.270086,0.081611,0.251491,0.275658,0.598,0.51756,0.260276,0.0,0.0,0.0
563,"00:43:07,115 --> 00:43:08,967
","I am self-thought.

",0.388496,0.306194,0.17297,0.123352,0.089579,0.294388,0.164275,0.576926,0.226657,0.002654,0.0,0.0,0.0
564,"00:43:09,750 --> 00:43:10,750
","Whoa!

",0.0,0.0,0.0,0.0,0.0,0.291539,0.274435,0.599485,0.543361,0.295374,0.0,0.0,0.0
565,"00:43:20,445 --> 00:43:22,413
","Can you shapeshift of something?

",0.244432,0.213049,0.078246,0.208461,0.334391,0.856026,0.611097,0.783798,0.082189,0.18713,0.0,0.968123,0.0
566,"00:43:22,437 --> 00:43:25,922
","You see my hook?
No magic hook, no magic powers.

",0.091967,0.4888,0.354513,0.121866,0.01673,0.729119,0.184699,0.696271,0.691822,0.899071,0.0,0.0,0.0
567,"00:43:50,918 --> 00:43:53,458
","Their boat is starting into part boats!

",0.169331,0.435296,0.355963,0.030016,0.083138,0.590484,0.22512,0.330631,0.506354,0.308337,0.144719,0.0,0.0
568,"00:44:12,812 --> 00:44:14,939
","Yup! I just did that.

",0.333869,0.451426,0.077643,0.106008,0.08704,0.435251,0.572511,0.826825,0.140961,0.843531,0.0,0.968123,0.0
